"predicted_win_prob","team","opponent","predicted_winner","game"
0.866776168346405,"Alabama","San Diego St.","Alabama",1
0.801153779029846,"North Carolina St.","Arizona","North Carolina St.",2
0.843077301979065,"Purdue","Duke","Purdue",3
0.753566443920135,"Kansas St.","Marquette","Kansas St.",4
0.804001986980438,"Houston","Miami FL","Houston",5
0.593680322170258,"Xavier","Texas","Xavier",6
0.348716676235199,"Kansas","Connecticut","Connecticut",7
0.482961624860764,"Gonzaga","UCLA","UCLA",8
